prompt_id	base_bundle	role	word	sources	group_kind	group_name
tw-typing-v4-001	97	required	評價	mcbopomofo	單詞	評價
tw-typing-v4-001	97	optional	一條	mcbopomofo	單詞	一條
tw-typing-v4-001	97	required	莫名	mcbopomofo	單詞	莫名
tw-typing-v4-001	97	optional	選民	mcbopomofo	單詞	選民
tw-typing-v4-001	97	required	全家	mcbopomofo	單詞	全家
tw-typing-v4-001	97	optional	包容	mcbopomofo	單詞	包容
tw-typing-v4-001	97	required	個性	mcbopomofo	單詞	個性
tw-typing-v4-001	97	required	水泥	mcbopomofo	單詞	水泥
tw-typing-v4-001	97	optional	負面	mcbopomofo	單詞	負面
tw-typing-v4-001	97	optional	比較	mcbopomofo	概念詞族	日常生活:比較
tw-typing-v4-001	97	optional	常態	mcbopomofo	概念詞族	日常生活:常態
tw-typing-v4-001	97	required	路上	mcbopomofo	單詞	路上
tw-typing-v4-001	97	optional	輝煌	mcbopomofo	單詞	輝煌
tw-typing-v4-001	97	required	給予	mcbopomofo	單詞	給予
tw-typing-v4-001	97	required	創造	mcbopomofo	單詞	創造
tw-typing-v4-001	97	required	優秀	mcbopomofo	單詞	優秀
tw-typing-v4-001	97	optional	借用	mcbopomofo	單詞	借用
tw-typing-v4-001	97	required	習慣	mcbopomofo	單詞	習慣
tw-typing-v4-001	97	optional	年齡	mcbopomofo	單詞	年齡
tw-typing-v4-001	97	optional	妥協	mcbopomofo	單詞	妥協
tw-typing-v4-001	97	optional	敘述	mcbopomofo	單詞	敘述
tw-typing-v4-001	97	required	有效	mcbopomofo	單詞	有效
tw-typing-v4-001	97	optional	搖搖	mcbopomofo	單詞	搖搖
tw-typing-v4-001	97	required	記憶	ai-data-science,mcbopomofo	概念詞族	數位科技:記憶
tw-typing-v4-001	97	required	綠能	general	單詞	綠能
tw-typing-v4-001	97	required	各自	mcbopomofo	單詞	各自
tw-typing-v4-001	97	required	動用	mcbopomofo	單詞	動用
tw-typing-v4-001	97	optional	使得	mcbopomofo	單詞	使得
tw-typing-v4-001	97	optional	唱歌	mcbopomofo	單詞	唱歌
tw-typing-v4-001	97	optional	成為	mcbopomofo	單詞	成為
tw-typing-v4-002	38	optional	公務	government,mcbopomofo	概念詞族	政府法律:公務
tw-typing-v4-002	38	optional	行政罰	law	概念詞族	政府法律:行政
tw-typing-v4-002	38	required	行紀契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	optional	公務員	government,mcbopomofo	概念詞族	政府法律:公務
tw-typing-v4-002	38	optional	行政契約	law	概念詞族	政府法律:行政
tw-typing-v4-002	38	optional	訴訟	law,mcbopomofo	概念詞族	政府法律:訴訟
tw-typing-v4-002	38	required	工程案件	government	概念詞族	政府法律:案件
tw-typing-v4-002	38	required	寄託契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	optional	妨害秘密罪	law	概念詞族	政府法律:妨害
tw-typing-v4-002	38	required	訴願案件	government	概念詞族	政府法律:案件
tw-typing-v4-002	38	required	契約終止	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	required	承攬契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	optional	給付不能	law	概念詞族	政府法律:給付
tw-typing-v4-002	38	optional	妨害公務罪	law	概念詞族	政府法律:公務
tw-typing-v4-002	38	required	稽核案件	government	概念詞族	政府法律:案件
tw-typing-v4-002	38	required	委辦案件	government	概念詞族	政府法律:案件
tw-typing-v4-002	38	required	合夥契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	required	陳情案件	government	概念詞族	政府法律:案件
tw-typing-v4-002	38	required	買賣契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	required	期限內	government	概念詞族	政府法律:期限
tw-typing-v4-002	38	required	委任契約	law	概念詞族	政府法律:契約
tw-typing-v4-002	38	optional	訴訟權	law	概念詞族	政府法律:訴訟
tw-typing-v4-002	38	optional	行政指導	law	概念詞族	政府法律:行政
tw-typing-v4-002	38	optional	妨害自由罪	law	概念詞族	政府法律:妨害
tw-typing-v4-002	38	required	條件與期限	law	概念詞族	政府法律:期限
tw-typing-v4-002	38	optional	給付遲延	law	概念詞族	政府法律:給付
tw-typing-v4-002	38	optional	給付	law,mcbopomofo	概念詞族	政府法律:給付
tw-typing-v4-002	38	optional	訴訟標的	law	概念詞族	政府法律:訴訟
tw-typing-v4-002	38	optional	妨害名譽罪	law	概念詞族	政府法律:妨害
tw-typing-v4-002	38	required	居間契約	law	概念詞族	政府法律:契約
tw-typing-v4-003	78	required	接著	mcbopomofo	單詞	接著
tw-typing-v4-003	78	optional	那樣	mcbopomofo	單詞	那樣
tw-typing-v4-003	78	required	轎車	mcbopomofo	單詞	轎車
tw-typing-v4-003	78	optional	演奏	mcbopomofo	單詞	演奏
tw-typing-v4-003	78	required	玩笑	mcbopomofo	單詞	玩笑
tw-typing-v4-003	78	optional	上午	mcbopomofo	單詞	上午
tw-typing-v4-003	78	required	上傳	mcbopomofo	單詞	上傳
tw-typing-v4-003	78	required	想看	mcbopomofo	單詞	想看
tw-typing-v4-003	78	required	有個	mcbopomofo	單詞	有個
tw-typing-v4-003	78	required	為期	mcbopomofo	單詞	為期
tw-typing-v4-003	78	optional	行政	mcbopomofo	概念詞族	日常生活:行政
tw-typing-v4-003	78	required	研判	mcbopomofo	單詞	研判
tw-typing-v4-003	78	optional	收費	mcbopomofo	單詞	收費
tw-typing-v4-003	78	optional	然後	mcbopomofo	單詞	然後
tw-typing-v4-003	78	optional	學年度	mcbopomofo	概念詞族	日常生活:年度
tw-typing-v4-003	78	required	那些	mcbopomofo	單詞	那些
tw-typing-v4-003	78	required	看得	mcbopomofo	單詞	看得
tw-typing-v4-003	78	optional	演習	mcbopomofo	單詞	演習
tw-typing-v4-003	78	optional	調查	mcbopomofo	同義近義	調查查證
tw-typing-v4-003	78	required	碳費	general	單詞	碳費
tw-typing-v4-003	78	required	先把	mcbopomofo	單詞	先把
tw-typing-v4-003	78	required	電機	mcbopomofo	單詞	電機
tw-typing-v4-003	78	required	罰款	mcbopomofo	單詞	罰款
tw-typing-v4-003	78	optional	違反	mcbopomofo	單詞	違反
tw-typing-v4-003	78	optional	也在	mcbopomofo	單詞	也在
tw-typing-v4-003	78	optional	全球	mcbopomofo	概念詞族	日常生活:全球
tw-typing-v4-003	78	optional	飲用	mcbopomofo	單詞	飲用
tw-typing-v4-003	78	optional	都會	mcbopomofo	單詞	都會
tw-typing-v4-003	78	optional	在乎	mcbopomofo	單詞	在乎
tw-typing-v4-003	78	required	從事	mcbopomofo	單詞	從事
tw-typing-v4-004	112	required	就是	mcbopomofo	概念詞族	日常生活:就是
tw-typing-v4-004	112	optional	全世界	mcbopomofo	概念詞族	日常生活:世界
tw-typing-v4-004	112	required	貨幣	mcbopomofo	概念詞族	日常生活:貨幣
tw-typing-v4-004	112	optional	二十一	mcbopomofo	概念詞族	日常生活:十一
tw-typing-v4-004	112	optional	一些	mcbopomofo	概念詞族	日常生活:一些
tw-typing-v4-004	112	optional	有看到	mcbopomofo	概念詞族	日常生活:看到
tw-typing-v4-004	112	optional	這一些	mcbopomofo	概念詞族	日常生活:一些
tw-typing-v4-004	112	optional	看到	mcbopomofo	概念詞族	日常生活:看到
tw-typing-v4-004	112	optional	世界	mcbopomofo	概念詞族	日常生活:世界
tw-typing-v4-004	112	required	三十	mcbopomofo	概念詞族	日常生活:三十
tw-typing-v4-004	112	required	定期定額	general	概念詞族	日常生活:定期
tw-typing-v4-004	112	optional	第十一	mcbopomofo	概念詞族	日常生活:十一
tw-typing-v4-004	112	optional	越來	mcbopomofo	概念詞族	日常生活:越來
tw-typing-v4-004	112	required	的確	mcbopomofo	概念詞族	日常生活:的確
tw-typing-v4-004	112	optional	國人	mcbopomofo	概念詞族	日常生活:國人
tw-typing-v4-004	112	optional	攻擊	mcbopomofo	概念詞族	日常生活:攻擊
tw-typing-v4-004	112	required	也就是	mcbopomofo	概念詞族	日常生活:就是
tw-typing-v4-004	112	optional	外國人	mcbopomofo	概念詞族	日常生活:國人
tw-typing-v4-004	112	optional	三十五	mcbopomofo	概念詞族	日常生活:三十
tw-typing-v4-004	112	required	數位貨幣	general	概念詞族	日常生活:貨幣
tw-typing-v4-004	112	required	定期	mcbopomofo	概念詞族	日常生活:定期
tw-typing-v4-004	112	required	淨零排放	general	概念詞族	日常生活:淨零
tw-typing-v4-004	112	required	在一起	mcbopomofo	概念詞族	日常生活:一起
tw-typing-v4-004	112	required	一起	mcbopomofo	概念詞族	日常生活:一起
tw-typing-v4-004	112	required	事情	mcbopomofo	概念詞族	日常生活:事情
tw-typing-v4-004	112	required	的事情	mcbopomofo	概念詞族	日常生活:事情
tw-typing-v4-004	112	optional	網路攻擊	general	概念詞族	日常生活:攻擊
tw-typing-v4-004	112	optional	越來越	mcbopomofo	概念詞族	日常生活:越來
tw-typing-v4-004	112	required	的確是	mcbopomofo	概念詞族	日常生活:的確
tw-typing-v4-004	112	required	淨零	general	概念詞族	日常生活:淨零
tw-typing-v4-005	12	optional	庫存	business,industrial-engineering,mcbopomofo	同義近義	存貨庫存
tw-typing-v4-005	12	required	結帳分錄	finance	概念詞族	商業管理:分錄
tw-typing-v4-005	12	required	調整分錄	finance	概念詞族	商業管理:分錄
tw-typing-v4-005	12	required	營業收入	finance	概念詞族	商業管理:收入
tw-typing-v4-005	12	optional	資料分析	business,energy-environment	同義衍生	資料資訊數據:{同義詞}分析
tw-typing-v4-005	12	required	費用預測	finance	同義衍生	成本費用支出:{同義詞}預測
tw-typing-v4-005	12	required	毛利達成率	business	概念詞族	商業管理:利達
tw-typing-v4-005	12	optional	存貨	finance,mcbopomofo	同義近義	存貨庫存
tw-typing-v4-005	12	optional	採購	business,mcbopomofo	概念詞族	商業管理:採購
tw-typing-v4-005	12	optional	策略性採購	business	概念詞族	商業管理:採購
tw-typing-v4-005	12	optional	毛利	finance,mcbopomofo	概念詞族	商業管理:毛利
tw-typing-v4-005	12	required	淨利達成率	business	概念詞族	商業管理:利達
tw-typing-v4-005	12	required	定價預測	business	概念詞族	商業管理:價預
tw-typing-v4-005	12	optional	股利政策	finance	概念詞族	商業管理:政策
tw-typing-v4-005	12	optional	庫存週轉率	business	同義衍生	存貨庫存:{同義詞}週轉率
tw-typing-v4-005	12	optional	數據分析	general	同義衍生	資料資訊數據:{同義詞}分析
tw-typing-v4-005	12	optional	毛利預測	finance	概念詞族	商業管理:毛利
tw-typing-v4-005	12	optional	存貨週轉率	finance	同義衍生	存貨庫存:{同義詞}週轉率
tw-typing-v4-005	12	optional	財務會計	finance	概念詞族	商業管理:務會
tw-typing-v4-005	12	required	收入預測	finance	概念詞族	商業管理:收入
tw-typing-v4-005	12	required	客單價預測	business	概念詞族	商業管理:價預
tw-typing-v4-005	12	required	企業	business,manufacturing,mcbopomofo	概念詞族	商業管理:企業
tw-typing-v4-005	12	optional	客戶流失率	business	概念詞族	商業管理:失率
tw-typing-v4-005	12	required	所得稅費用	finance	概念詞族	商業管理:所得
tw-typing-v4-005	12	required	成本預測	finance	同義衍生	成本費用支出:{同義詞}預測
tw-typing-v4-005	12	required	遞延所得稅	finance	概念詞族	商業管理:所得
tw-typing-v4-005	12	required	稅務會計	finance	概念詞族	商業管理:務會
tw-typing-v4-005	12	required	企業治理	business	概念詞族	商業管理:企業
tw-typing-v4-005	12	optional	流失率	business	概念詞族	商業管理:失率
tw-typing-v4-005	12	optional	會計政策	finance	概念詞族	商業管理:政策
tw-typing-v4-006	53	optional	安全基線	network-security	概念詞族	數位科技:全基
tw-typing-v4-006	53	optional	故障轉移	software	概念詞族	數位科技:轉移
tw-typing-v4-006	53	required	連接埠轉換	network-security	概念詞族	數位科技:連接
tw-typing-v4-006	53	required	機密管理	network-security	單詞	機密管理
tw-typing-v4-006	53	required	蒸餾	ai-data-science,mcbopomofo	單詞	蒸餾
tw-typing-v4-006	53	optional	模組	mcbopomofo,network-security	單詞	模組
tw-typing-v4-006	53	optional	最佳化	ai-data-science,business,mcbopomofo	概念詞族	數位科技:最佳
tw-typing-v4-006	53	required	資安通報	network-security	概念詞族	數位科技:資安
tw-typing-v4-006	53	optional	魚叉式	network-security	單詞	魚叉式
tw-typing-v4-006	53	optional	事件調查	network-security	概念詞族	數位科技:調查
tw-typing-v4-006	53	required	彈性網路	ai-data-science	概念詞族	數位科技:彈性
tw-typing-v4-006	53	required	神經網路	ai-data-science,general,semiconductor	概念詞族	數位科技:神經
tw-typing-v4-006	53	required	網路設備	network-security	概念詞族	數位科技:設備
tw-typing-v4-006	53	optional	滴灌	agriculture-food	單詞	滴灌
tw-typing-v4-006	53	required	訊息鑑別碼	network-security	概念詞族	數位科技:鑑別
tw-typing-v4-006	53	optional	容器平台	software	概念詞族	數位科技:容器
tw-typing-v4-006	53	optional	零信任架構	network-security	概念詞族	數位科技:零信
tw-typing-v4-006	53	optional	排名指標	ai-data-science	概念詞族	數位科技:排名
tw-typing-v4-006	53	optional	循環	ai-data-science,mcbopomofo	概念詞族	數位科技:循環
tw-typing-v4-006	53	required	增強	ai-data-science,mcbopomofo	概念詞族	數位科技:增強
tw-typing-v4-006	53	optional	變異	ai-data-science,mcbopomofo	概念詞族	數位科技:變異
tw-typing-v4-006	53	optional	真空包裝	agriculture-food	概念詞族	農業食品:真空
tw-typing-v4-006	53	required	完整性驗證	network-security	概念詞族	數位科技:完整
tw-typing-v4-006	53	required	滑動視窗	network-security	概念詞族	數位科技:視窗
tw-typing-v4-006	53	required	依賴	mcbopomofo,software	單詞	依賴
tw-typing-v4-006	53	required	清單	mcbopomofo,software	單詞	清單
tw-typing-v4-006	53	required	災難復原	software	單詞	災難復原
tw-typing-v4-006	53	required	競爭條件	network-security	概念詞族	數位科技:競爭
tw-typing-v4-006	53	optional	效能分析	software	概念詞族	數位科技:能分
tw-typing-v4-006	53	optional	設定服務	software	概念詞族	數位科技:設定
tw-typing-v4-007	143	optional	臺灣民眾黨	history	概念詞族	歷史人物:民眾
tw-typing-v4-007	143	required	文化協會	history	概念詞族	歷史人物:協會
tw-typing-v4-007	143	required	伊斯蘭興起	history	單詞	伊斯蘭興起
tw-typing-v4-007	143	required	國民政府	history,mcbopomofo	概念詞族	歷史人物:政府
tw-typing-v4-007	143	required	希特勒	mcbopomofo,people-history	單詞	希特勒
tw-typing-v4-007	143	required	李遠哲	mcbopomofo,people-oldnews	單詞	李遠哲
tw-typing-v4-007	143	optional	渡臺禁令	history	單詞	渡臺禁令
tw-typing-v4-007	143	required	國家形成	history	概念詞族	歷史人物:國家
tw-typing-v4-007	143	required	郭婉容	mcbopomofo,people-oldnews	單詞	郭婉容
tw-typing-v4-007	143	optional	胡錦濤	mcbopomofo,people-oldnews	單詞	胡錦濤
tw-typing-v4-007	143	optional	鄭芝龍	mcbopomofo,people-history	單詞	鄭芝龍
tw-typing-v4-007	143	required	甘地	mcbopomofo,people-history	單詞	甘地
tw-typing-v4-007	143	required	陳菊	mcbopomofo,people-contemporary	單詞	陳菊
tw-typing-v4-007	143	optional	宋楚瑜	mcbopomofo,people-oldnews	單詞	宋楚瑜
tw-typing-v4-007	143	required	史料批判	history	概念詞族	歷史人物:批判
tw-typing-v4-007	143	optional	曾子	mcbopomofo,people-history	單詞	曾子
tw-typing-v4-007	143	optional	葉石濤	mcbopomofo,people-oldnews	單詞	葉石濤
tw-typing-v4-007	143	required	蔡元培	mcbopomofo,people-history	單詞	蔡元培
tw-typing-v4-007	143	optional	原住民族史	history	概念詞族	歷史人物:原住
tw-typing-v4-007	143	optional	范振宗	mcbopomofo,people-oldnews	單詞	范振宗
tw-typing-v4-007	143	optional	十二表法	history	概念詞族	歷史人物:十二
tw-typing-v4-007	143	optional	洪秀柱	mcbopomofo,people-contemporary	單詞	洪秀柱
tw-typing-v4-007	143	required	塞尚	mcbopomofo,people-history	單詞	塞尚
tw-typing-v4-007	143	optional	吳念真	mcbopomofo,people-oldnews	單詞	吳念真
tw-typing-v4-007	143	optional	畢卡索	mcbopomofo,people-history	單詞	畢卡索
tw-typing-v4-007	143	required	明代	history,mcbopomofo	單詞	明代
tw-typing-v4-007	143	required	王定宇	mcbopomofo,people-contemporary	單詞	王定宇
tw-typing-v4-007	143	required	彭明敏	mcbopomofo,people-oldnews	單詞	彭明敏
tw-typing-v4-007	143	optional	西安事變	history	概念詞族	歷史人物:事變
tw-typing-v4-007	143	optional	松下幸之助	mcbopomofo,people-oldnews	單詞	松下幸之助
tw-typing-v4-008	194	optional	阻變式	semiconductor	單詞	阻變式
tw-typing-v4-008	194	required	向量控制	electronics	概念詞族	電子半導體:向量
tw-typing-v4-008	194	optional	圖形處理器	semiconductor	概念詞族	電子半導體:圖形
tw-typing-v4-008	194	optional	血小板	mcbopomofo,medicine	單詞	血小板
tw-typing-v4-008	194	required	軟硬複合板	electronics	概念詞族	電子半導體:複合
tw-typing-v4-008	194	optional	成長率	business,mcbopomofo	概念詞族	商業管理:長率
tw-typing-v4-008	194	optional	天線增益	electronics	概念詞族	電子半導體:增益
tw-typing-v4-008	194	optional	標準元件庫	semiconductor	概念詞族	電子半導體:件庫
tw-typing-v4-008	194	optional	正交	electronics,mcbopomofo	單詞	正交
tw-typing-v4-008	194	required	高通濾波器	electronics	概念詞族	電子半導體:高通
tw-typing-v4-008	194	optional	保養	mcbopomofo,semiconductor	概念詞族	電子半導體:保養
tw-typing-v4-008	194	required	高頻寬	semiconductor	概念詞族	電子半導體:頻寬
tw-typing-v4-008	194	required	食品化學	agriculture-food	概念詞族	農業食品:化學
tw-typing-v4-008	194	required	肺病	mcbopomofo,medicine	單詞	肺病
tw-typing-v4-008	194	required	互動設計	media-design	概念詞族	媒體設計:互動
tw-typing-v4-008	194	required	規則	mcbopomofo,semiconductor,transport-logistics	單詞	規則
tw-typing-v4-008	194	optional	版圖	mcbopomofo,semiconductor	單詞	版圖
tw-typing-v4-008	194	required	小晶片架構	semiconductor	概念詞族	電子半導體:晶片
tw-typing-v4-008	194	optional	約束	mcbopomofo,semiconductor	單詞	約束
tw-typing-v4-008	194	required	良率分析	semiconductor	概念詞族	電子半導體:率分
tw-typing-v4-008	194	required	鑑別診斷	medicine	概念詞族	醫療生技:鑑別
tw-typing-v4-008	194	required	電氣	electronics,mcbopomofo	單詞	電氣
tw-typing-v4-008	194	optional	共射極	electronics	單詞	共射極
tw-typing-v4-008	194	optional	內固定術	medicine	概念詞族	醫療生技:固定
tw-typing-v4-008	194	optional	漣波電壓	electronics	概念詞族	電子半導體:電壓
tw-typing-v4-008	194	optional	伺服馬達	electronics	概念詞族	電子半導體:伺服
tw-typing-v4-008	194	required	狀態空間	electronics	概念詞族	電子半導體:狀態
tw-typing-v4-008	194	required	健康	mcbopomofo,semiconductor	概念詞族	電子半導體:健康
tw-typing-v4-008	194	required	快門速度	media-design	概念詞族	媒體設計:速度
tw-typing-v4-008	194	optional	探針台校正	semiconductor	概念詞族	電子半導體:針台
tw-typing-v4-009	9	optional	供應鏈策略	business	概念詞族	商業管理:策略
tw-typing-v4-009	9	required	品牌規劃	business	概念詞族	商業管理:品牌
tw-typing-v4-009	9	optional	人力預測	business	概念詞族	商業管理:人力
tw-typing-v4-009	9	required	供應鏈	business,industrial-engineering,network-security	概念詞族	商業管理:應鏈
tw-typing-v4-009	9	required	市占率預測	business	概念詞族	商業管理:率預
tw-typing-v4-009	9	optional	客戶優化	business	概念詞族	商業管理:優化
tw-typing-v4-009	9	required	流失率預測	business	概念詞族	商業管理:率預
tw-typing-v4-009	9	optional	品牌優化	business	概念詞族	商業管理:優化
tw-typing-v4-009	9	required	轉換率預測	business	概念詞族	商業管理:率預
tw-typing-v4-009	9	optional	人力優化	business	概念詞族	商業管理:優化
tw-typing-v4-009	9	required	供應鏈規劃	business	概念詞族	商業管理:應鏈
tw-typing-v4-009	9	required	品牌	business,mcbopomofo	概念詞族	商業管理:品牌
tw-typing-v4-009	9	optional	人力	business,mcbopomofo	概念詞族	商業管理:人力
tw-typing-v4-009	9	optional	人力成本	business	概念詞族	商業管理:人力
tw-typing-v4-009	9	optional	供應鏈優化	business	概念詞族	商業管理:優化
tw-typing-v4-009	9	required	留存率預測	business	概念詞族	商業管理:率預
tw-typing-v4-009	9	optional	品牌策略	business	概念詞族	商業管理:策略
tw-typing-v4-009	9	required	品牌分析	business	概念詞族	商業管理:品牌
tw-typing-v4-009	9	optional	人力策略	business	概念詞族	商業管理:策略
tw-typing-v4-009	9	optional	廠房	finance,mcbopomofo	單詞	廠房
tw-typing-v4-009	9	required	品牌管理	business	概念詞族	商業管理:品牌
tw-typing-v4-009	9	optional	人力規劃	business	概念詞族	商業管理:人力
tw-typing-v4-009	9	required	供應鏈管理	business	概念詞族	商業管理:應鏈
tw-typing-v4-009	9	optional	人力管理	business	概念詞族	商業管理:人力
tw-typing-v4-009	9	required	品牌延伸	business	概念詞族	商業管理:品牌
tw-typing-v4-009	9	required	供應鏈預測	business	概念詞族	商業管理:應鏈
tw-typing-v4-009	9	optional	定價優化	business	概念詞族	商業管理:優化
tw-typing-v4-009	9	optional	客戶策略	business	概念詞族	商業管理:策略
tw-typing-v4-009	9	required	品牌預測	business	概念詞族	商業管理:品牌
tw-typing-v4-009	9	required	供應鏈風險	business	概念詞族	商業管理:應鏈
tw-typing-v4-010	43	required	情緒	education,mcbopomofo	單詞	情緒
tw-typing-v4-010	43	optional	食品保存	agriculture-food	概念詞族	農業食品:保存
tw-typing-v4-010	43	optional	生活科技	education,mcbopomofo	概念詞族	教育社會:生活
tw-typing-v4-010	43	optional	關聯	education,mcbopomofo	單詞	關聯
tw-typing-v4-010	43	required	社會流動	psychology-society	概念詞族	教育社會:流動
tw-typing-v4-010	43	optional	污名化	psychology-society	單詞	污名化
tw-typing-v4-010	43	required	資訊科技	education	概念詞族	教育社會:科技
tw-typing-v4-010	43	required	老化指數	psychology-society	概念詞族	教育社會:指數
tw-typing-v4-010	43	required	有機農業	agriculture-food	概念詞族	農業食品:有機
tw-typing-v4-010	43	required	委員會	education,mcbopomofo	概念詞族	教育社會:員會
tw-typing-v4-010	43	required	多重障礙	education	概念詞族	教育社會:多重
tw-typing-v4-010	43	required	語意記憶	psychology-society	概念詞族	教育社會:語意
tw-typing-v4-010	43	optional	人口轉型	psychology-society	概念詞族	教育社會:轉型
tw-typing-v4-010	43	required	十二年國教	education	概念詞族	教育社會:十二
tw-typing-v4-010	43	required	合作學習	education	概念詞族	教育社會:合作
tw-typing-v4-010	43	required	導向學習	education	概念詞族	教育社會:導向
tw-typing-v4-010	43	optional	古典	education,mcbopomofo	概念詞族	教育社會:古典
tw-typing-v4-010	43	required	區辨	psychology-society	單詞	區辨
tw-typing-v4-010	43	required	團體迷思	psychology-society	概念詞族	教育社會:迷思
tw-typing-v4-010	43	required	適性	education	單詞	適性
tw-typing-v4-010	43	optional	最近發展區	education	概念詞族	教育社會:最近
tw-typing-v4-010	43	optional	試題	education,mcbopomofo	單詞	試題
tw-typing-v4-010	43	optional	反向形成	psychology-society	概念詞族	教育社會:反向
tw-typing-v4-010	43	optional	常模	education	單詞	常模
tw-typing-v4-010	43	optional	工業	mcbopomofo,psychology-society	概念詞族	教育社會:工業
tw-typing-v4-010	43	optional	支持	education,mcbopomofo	同義近義	支持支援
tw-typing-v4-010	43	optional	電腦化	education,mcbopomofo	概念詞族	教育社會:電腦
tw-typing-v4-010	43	optional	框架效應	psychology-society	概念詞族	教育社會:框架
tw-typing-v4-010	43	required	郊區化	psychology-society	概念詞族	教育社會:郊區
tw-typing-v4-010	43	optional	通用	education,mcbopomofo,semiconductor	單詞	通用
tw-typing-v4-011	54	optional	封包遺失	network-security	單詞	封包遺失
tw-typing-v4-011	54	optional	容量規劃	software	概念詞族	數位科技:容量
tw-typing-v4-011	54	required	最近鄰	ai-data-science	概念詞族	數位科技:最近
tw-typing-v4-011	54	optional	沙箱分析	network-security	單詞	沙箱分析
tw-typing-v4-011	54	optional	注意力機制	ai-data-science	概念詞族	數位科技:機制
tw-typing-v4-011	54	required	線框圖	media-design	單詞	線框圖
tw-typing-v4-011	54	required	層正規化	ai-data-science	概念詞族	數位科技:正規
tw-typing-v4-011	54	required	技術	mcbopomofo,network-security,semiconductor	單詞	技術
tw-typing-v4-011	54	optional	結腸炎	medicine	單詞	結腸炎
tw-typing-v4-011	54	optional	網域	mcbopomofo,network-security	單詞	網域
tw-typing-v4-011	54	required	散射參數	electronics	概念詞族	電子半導體:參數
tw-typing-v4-011	54	optional	貝爾曼	software	概念詞族	數位科技:貝爾
tw-typing-v4-011	54	required	帳號	mcbopomofo,network-security	單詞	帳號
tw-typing-v4-011	54	required	無類別	network-security	單詞	無類別
tw-typing-v4-011	54	optional	使用後釋放	network-security	概念詞族	數位科技:使用
tw-typing-v4-011	54	required	排隊長度	transport-logistics	概念詞族	交通物流:排隊
tw-typing-v4-011	54	required	非對稱	media-design	概念詞族	媒體設計:非對
tw-typing-v4-011	54	required	命名	ai-data-science,mcbopomofo	單詞	命名
tw-typing-v4-011	54	optional	提前停止	ai-data-science	概念詞族	數位科技:停止
tw-typing-v4-011	54	required	位置編碼	ai-data-science	概念詞族	數位科技:位置
tw-typing-v4-011	54	required	無刷	electronics	單詞	無刷
tw-typing-v4-011	54	optional	克魯斯克爾	software	概念詞族	數位科技:克爾
tw-typing-v4-011	54	optional	潰瘍性	medicine	單詞	潰瘍性
tw-typing-v4-011	54	optional	其他權益	finance	概念詞族	商業管理:其他
tw-typing-v4-011	54	required	串流處理	ai-data-science	概念詞族	數位科技:串流
tw-typing-v4-011	54	optional	無關	mcbopomofo,software	單詞	無關
tw-typing-v4-011	54	required	演算法	ai-data-science,mcbopomofo,software	概念詞族	數位科技:算法
tw-typing-v4-011	54	optional	供應鏈攻擊	network-security	概念詞族	數位科技:攻擊
tw-typing-v4-011	54	optional	偏差	ai-data-science,mcbopomofo	概念詞族	數位科技:偏差
tw-typing-v4-011	54	required	福特	mcbopomofo,software	單詞	福特
tw-typing-v4-012	74	optional	標題	mcbopomofo	單詞	標題
tw-typing-v4-012	74	required	多加	mcbopomofo	單詞	多加
tw-typing-v4-012	74	required	看完	mcbopomofo	單詞	看完
tw-typing-v4-012	74	required	鬼滅之刃	general	單詞	鬼滅之刃
tw-typing-v4-012	74	required	賣掉	mcbopomofo	單詞	賣掉
tw-typing-v4-012	74	required	幾乎	mcbopomofo	單詞	幾乎
tw-typing-v4-012	74	optional	接近	mcbopomofo	單詞	接近
tw-typing-v4-012	74	optional	女兒	mcbopomofo	單詞	女兒
tw-typing-v4-012	74	optional	名詞	mcbopomofo	單詞	名詞
tw-typing-v4-012	74	required	南北	mcbopomofo	單詞	南北
tw-typing-v4-012	74	required	東方	mcbopomofo	單詞	東方
tw-typing-v4-012	74	required	開闢	mcbopomofo	單詞	開闢
tw-typing-v4-012	74	required	任務	mcbopomofo	概念詞族	日常生活:任務
tw-typing-v4-012	74	optional	木柵	mcbopomofo	單詞	木柵
tw-typing-v4-012	74	optional	房地	mcbopomofo	單詞	房地
tw-typing-v4-012	74	optional	妻子	mcbopomofo	單詞	妻子
tw-typing-v4-012	74	optional	全國	mcbopomofo	單詞	全國
tw-typing-v4-012	74	required	失業率	mcbopomofo	單詞	失業率
tw-typing-v4-012	74	optional	生死	mcbopomofo	單詞	生死
tw-typing-v4-012	74	optional	意志	mcbopomofo	單詞	意志
tw-typing-v4-012	74	required	有關	mcbopomofo	單詞	有關
tw-typing-v4-012	74	optional	這種	mcbopomofo	單詞	這種
tw-typing-v4-012	74	required	人事	mcbopomofo	概念詞族	日常生活:人事
tw-typing-v4-012	74	optional	聚會	mcbopomofo	單詞	聚會
tw-typing-v4-012	74	optional	實驗	mcbopomofo	概念詞族	日常生活:實驗
tw-typing-v4-012	74	optional	走去	mcbopomofo	單詞	走去
